corpus_id,composition_id,composition_name,mode,note_index,scale_degree,note_function
JOBIM,1,Absolute Lee,major,1,5,11
JOBIM,1,Absolute Lee,major,2,5,11
JOBIM,1,Absolute Lee,major,3,#5/b6,5
JOBIM,1,Absolute Lee,major,4,4,7
JOBIM,1,Absolute Lee,major,5,5,1
JOBIM,1,Absolute Lee,major,6,#5/b6,b9/#9
JOBIM,1,Absolute Lee,major,7,5,1
JOBIM,1,Absolute Lee,major,8,4,7
JOBIM,1,Absolute Lee,major,9,3,3
JOBIM,1,Absolute Lee,major,10,3,x
JOBIM,1,Absolute Lee,major,11,3,11
JOBIM,1,Absolute Lee,major,12,4,5
JOBIM,1,Absolute Lee,major,13,2,3
JOBIM,1,Absolute Lee,major,14,2,7
JOBIM,1,Absolute Lee,major,15,3,1
JOBIM,1,Absolute Lee,major,16,4,b9/#9
JOBIM,1,Absolute Lee,major,17,3,1
JOBIM,1,Absolute Lee,major,18,2,7
JOBIM,1,Absolute Lee,major,19,#1/b2,3
JOBIM,1,Absolute Lee,major,20,#1/b2,3
JOBIM,1,Absolute Lee,major,21,#1/b2,3
JOBIM,1,Absolute Lee,major,22,#1/b2,x
JOBIM,1,Absolute Lee,major,23,2,5
JOBIM,1,Absolute Lee,major,24,7,3
JOBIM,1,Absolute Lee,major,25,7,7
JOBIM,1,Absolute Lee,major,26,#1/b2,1
JOBIM,1,Absolute Lee,major,27,2,b9/#9
JOBIM,1,Absolute Lee,major,28,#1/b2,1
JOBIM,1,Absolute Lee,major,29,7,7
JOBIM,1,Absolute Lee,major,30,#6/b7,3
JOBIM,1,Absolute Lee,major,31,#6/b7,3
JOBIM,1,Absolute Lee,major,32,#6/b7,3
JOBIM,1,Absolute Lee,major,33,#6/b7,3
JOBIM,1,Absolute Lee,major,34,#6/b7,3
JOBIM,1,Absolute Lee,major,35,6,9
JOBIM,1,Absolute Lee,major,36,6,9
JOBIM,1,Absolute Lee,major,37,#6/b7,7
JOBIM,1,Absolute Lee,major,38,1,1
JOBIM,1,Absolute Lee,major,39,#1/b2,b9/#9
JOBIM,1,Absolute Lee,major,40,3,x
JOBIM,1,Absolute Lee,major,41,4,3
JOBIM,1,Absolute Lee,major,42,5,9
JOBIM,1,Absolute Lee,major,43,4,x
JOBIM,1,Absolute Lee,major,44,5,9
JOBIM,1,Absolute Lee,major,45,5,9
JOBIM,1,Absolute Lee,major,46,4,1
JOBIM,1,Absolute Lee,major,47,#5/b6,5
JOBIM,1,Absolute Lee,major,48,5,11
JOBIM,1,Absolute Lee,major,49,#5/b6,5
JOBIM,1,Absolute Lee,major,50,4,3
JOBIM,1,Absolute Lee,major,51,4,7
JOBIM,1,Absolute Lee,major,52,5,x
JOBIM,1,Absolute Lee,major,53,#5/b6,b9/#9
JOBIM,1,Absolute Lee,major,54,5,x
JOBIM,1,Absolute Lee,major,55,4,7
JOBIM,1,Absolute Lee,major,56,3,3
JOBIM,1,Absolute Lee,major,57,3,3
JOBIM,1,Absolute Lee,major,58,3,3
